sample_id,accession,patient_id,split_group,platform_id,modality,disease_label,keloid_vs_normal,lesional_status,cell_type,keloid_vs_unaffected_skin,cohort_role,lockbox,ecm_profibrotic_rank,remodeling_rank,yap_taz_mechano_rank,wound_inflammation_rank,fibroblast_identity_rank,keratinocyte_compartment_rank,immune_activation_rank,jak_stat_th2_rank,epidermal_keratinization_rank,lipid_metabolism_rank,sensory_neural_rank,hypoxia_vascular_rank,fibroblast_composition_rank,keratinocyte_composition_rank,immune_composition_rank,endothelial_composition_rank
GSM2432365,GSE92566,JKR 782-001,microarray|GSE92566|JKR 782-001,GPL570,microarray,keloid,keloid,non_lesional,bulk_skin,non_keloid,existing,False,-0.7790442132639792,-0.7322728961545606,-0.2097529258777634,-0.5035435630689207,-0.5107661465106199,0.7139412657130472,0.6794664788325386,-0.4322354518855656,0.6740165799739921,-0.2705014629388818,-0.1105819245773732,-0.47777261749953553,-0.549229054430615,0.5261424856028236,0.43624992259582634,0.1660034677069787
GSM2432366,GSE92566,JKR 782-001,microarray|GSE92566|JKR 782-001,GPL570,microarray,keloid,keloid,lesional,bulk_skin,keloid,existing,False,0.24887353706111837,0.3662525543377299,-0.410649266208434,-0.14279908972691807,0.42081166016471594,-0.3217436064152579,-0.07495123537061121,0.023250568920676284,-0.14947307108799313,-0.49813068920676207,0.05268205461638498,0.22727800483002042,0.3527505573100501,-0.4015604681404421,0.14658957210972823,0.08509536194191603
GSM2432367,GSE92566,JKR 782-003,microarray|GSE92566|JKR 782-003,GPL570,microarray,keloid,keloid,non_lesional,bulk_skin,non_keloid,existing,False,-0.5196684005201561,-0.2802410365966933,-0.5598156232584061,-0.03429372561768529,-0.39630743389683565,0.45115951452102304,0.047009102730819236,0.057712938881664455,0.09099479843953184,-0.08618741872561764,0.21842083875162546,0.038512446591120186,-0.09488203603938317,0.4072461917146573,0.13988791875657927,0.014711746857390545
GSM2432368,GSE92566,JKR 782-003,microarray|GSE92566|JKR 782-003,GPL570,microarray,keloid,keloid,lesional,bulk_skin,keloid,existing,False,0.038364759427828354,-0.06928989411109043,-0.28253994055359466,-0.3537101755526657,-0.10075856090160384,0.08709904638058086,-0.3055320762895536,-0.5204872399219767,0.021677232336367647,-0.41742929128738626,-0.08281046814044207,-0.15438649451978437,0.15851987739178885,0.15978775775589815,-0.30615053563688144,0.12381447767663645
GSM2432369,GSE92566,JKR 782-003,microarray|GSE92566|JKR 782-003,GPL570,microarray,keloid,keloid,new_keloid_formation,bulk_skin,keloid,existing,False,0.8307737321196359,0.8823007616570685,0.8213449749210479,0.6167181404421326,0.728809059384482,-0.825742306025141,-0.2272088571015749,0.5980920838751626,-0.6742387299523191,0.3291653120936281,0.0214239271781535,0.5411155489503995,0.44477637934237413,-0.6992731748095858,0.11523778562140052,-0.12568920676202855
GSM2432370,GSE92566,JKR 782-004,microarray|GSE92566|JKR 782-004,GPL570,microarray,keloid,keloid,non_lesional,bulk_skin,non_keloid,existing,False,-0.462654421326398,-0.6670885194129668,-0.20586104402749403,-0.2856225617685305,-0.5070925444299957,0.4544267446900737,0.07602044502239563,-0.342906778283485,0.4920892934547031,0.018563068920676162,-0.03736996098829648,-0.409040033438603,-0.3718883522199517,0.4949900148616015,-0.2729317604805251,-0.0774815778066753
GSM2432371,GSE92566,JKR 782-004,microarray|GSE92566|JKR 782-004,GPL570,microarray,keloid,keloid,lesional,bulk_skin,keloid,existing,False,0.2040783485045513,-0.029651216793609603,0.1362158647594277,-0.16445871261378409,0.09373374512353705,0.03760294755093185,-0.09746965756393589,-0.36568798764629384,-0.2359747507585609,-0.21937987646293888,-0.024227893368010456,-0.13706344046070962,0.33982096414638674,0.12600083596507528,-0.1854449191900427,0.0558604247941048
E-MTAB-4945_Sample_29,E-MTAB-4945,03ss0091,microarray|E-MTAB-4945|03ss0091,E-MTAB-4945,microarray,normal,normal,unknown,whole_skin,non_keloid,existing,False,-0.2841788512803943,-0.2930192838101393,-0.3622263510784393,-0.3744193795944746,-0.14307159975226869,0.2252605218515228,0.029970110671298178,-0.20494890540431387,0.09702503567870324,-0.18834821067937635,-0.20742285321916154,-0.37246258063771603,0.029590723921849138,0.24942587100273506,-0.1168867013644459,0.05170315318954133
E-MTAB-4945_Sample_30,E-MTAB-4945,19KD0014,microarray|E-MTAB-4945|19KD0014,E-MTAB-4945,microarray,keloid,keloid,unknown,whole_skin,keloid,existing,False,0.009433314484207145,0.19889386403240517,-0.2900476613619841,0.14392317634703933,-0.28078802811212544,0.06634892425343997,-0.23042383606645672,0.15432890378867437,0.08228232625144738,-0.17909867517570088,-0.07262299054850951,0.25876484368688923,-0.18165268369242837,0.10137992914267246,-0.23000453917733182,0.2194442200500848
E-MTAB-4945_Sample_31,E-MTAB-4945,19KD0023,microarray|E-MTAB-4945|19KD0023,E-MTAB-4945,microarray,keloid,keloid,unknown,whole_skin,keloid,existing,False,0.5257229986267067,0.7968218065156428,0.13132551671609738,0.6453823006704904,0.41711769932950954,-0.5693109298004686,-0.3131849637827504,0.41322501817594315,-0.4444177976142393,-0.004382421843444617,-0.12845847806769534,0.7988586661742814,0.19872797248796925,-0.5183072138298732,-0.01709981189341403,0.29131863101489064
E-MTAB-4945_Sample_32,E-MTAB-4945,19KD0015,microarray|E-MTAB-4945|19KD0015,E-MTAB-4945,microarray,keloid,keloid,unknown,whole_skin,keloid,existing,False,0.05828419096857573,0.559689220223189,-0.2626192976584768,0.5643832296631391,-0.0159409753076446,-0.23452352101677565,0.08008634694958316,0.391040269811778,0.061122499124862006,-0.2618497051458115,-0.27608752726391467,0.634325989867633,0.016632430498655593,-0.2467326578421981,0.04036117233871506,0.165271831327248
E-MTAB-4945_Sample_1,E-MTAB-4945,02ss0075,microarray|E-MTAB-4945|02ss0075,E-MTAB-4945,microarray,normal,normal,unknown,epidermis,non_keloid,existing,False,-0.6078964375151467,-0.6426003715970595,-0.29467242911382174,-0.5177265934243477,-0.6947552306325229,0.7462974930662144,0.004647207187800151,-0.3427629453106067,0.5246460739962839,-0.37538371435495593,-0.06472150416027139,-0.6236858504610343,-0.398542173958201,0.73774854880962,-0.07124488861705114,-0.21765624579260576
E-MTAB-4945_Sample_2,E-MTAB-4945,03ss0082,microarray|E-MTAB-4945|03ss0082,E-MTAB-4945,microarray,normal,normal,unknown,epidermis,non_keloid,existing,False,-0.5563454237014299,-0.8058145707592351,-0.4770261848983879,-0.7371859600937072,-0.5985338072542209,0.5821148719605787,-0.0582011650555152,-0.5610055335649083,0.4550978471605138,-0.4001029970110672,-0.31747313999515303,-0.6805563569639828,-0.24127554729784317,0.6406731446112658,-0.14174254401655645,-0.31778818967606426
E-MTAB-4945_Sample_3,E-MTAB-4945,20KD0026,microarray|E-MTAB-4945|20KD0026,E-MTAB-4945,microarray,keloid,keloid,unknown,epidermis,keloid,existing,False,-0.6146457710638986,-0.7563269592512666,-0.4164945241364984,-0.5863256321189111,-0.5227805153889652,0.535200743194119,0.13156690093437812,-0.3592929558122627,0.29837746048415326,-0.10203267630664825,-0.12339445835689478,-0.3986705595882427,-0.3224325759062005,0.44442200500848206,-0.09035751791628677,-0.09482187575733092
E-MTAB-4945_Sample_4,E-MTAB-4945,20KD0026,microarray|E-MTAB-4945|20KD0026,E-MTAB-4945,microarray,keloid,keloid,unknown,epidermis,keloid,existing,False,-0.7489054043137571,-0.8334420043160652,-0.5660767659515539,-0.7092606430244769,-0.735206801841829,0.777136009909255,0.08276337165989,-0.4714082316826884,0.5396917158090313,-0.2354239033847645,0.062272800710881426,-0.7385578110394331,-0.36225520178181936,0.7733589719917372,0.005296027450482577,-0.20013732934808948
E-MTAB-4945_Sample_5,E-MTAB-4945,02ss0075,microarray|E-MTAB-4945|02ss0075,E-MTAB-4945,microarray,normal,normal,unknown,dermis,non_keloid,existing,False,0.08818159786735602,0.2379086702133798,0.048451871256621315,0.23787260683415457,0.3135451167299459,-0.3223133263322292,0.2660531724874562,0.24611741659261654,-0.23770346958558852,-0.06984106147507874,-0.0506452459810971,0.3681753661154259,0.10426211441034927,-0.3617402167264837,0.34399559161252347,0.20050892640762574
