search_phase,config_id,encoder_type,mean_test_weighted_f1,std_test_weighted_f1,mean_best_epoch,n_splits
phase_a,tiny_transformer_L2_E15_P4_D01_LR00001_TD1024,tiny_transformer,0.6816697684343653,0.05120037825721783,2.6666666666666665,3
phase_a,mlp_L2_E10_P4_D01_LR00001,mlp,0.6623806417250867,0.04905744641956706,2.0,3
phase_a,mlp_L4_E10_P4_D01_LR00001,mlp,0.6399267786612297,0.12192497167361639,3.0,3
phase_a,mlp_L2_E15_P4_D01_LR00001,mlp,0.6239890739160807,0.11632709157463147,2.3333333333333335,3
phase_a,tiny_transformer_L4_E15_P4_D01_LR00001_TD1024,tiny_transformer,0.617241943734015,0.1033134501974428,4.0,3
phase_a,attentive_pool_L2_E15_P4_D01_LR00001_TD1024,attentive_pool,0.6114971275879467,0.15753129069804025,5.666666666666667,3
phase_a,mlp_L3_E15_P4_D01_LR00001,mlp,0.609120107919927,0.1645304583754316,2.3333333333333335,3
phase_a,mlp_L3_E10_P4_D01_LR00001,mlp,0.6052830064877011,0.0913929264376683,2.0,3
phase_a,attentive_pool_L3_E15_P4_D01_LR00001_TD1024,attentive_pool,0.584443948746546,0.046793402804341605,2.6666666666666665,3
phase_a,attentive_pool_L2_E10_P4_D01_LR00001_TD1024,attentive_pool,0.5841653790884053,0.15426151398589807,2.6666666666666665,3
phase_a,mlp_L4_E15_P4_D01_LR00001,mlp,0.5752003347630503,0.19047489776175802,3.6666666666666665,3
phase_a,tiny_transformer_L2_E10_P4_D01_LR00001_TD1024,tiny_transformer,0.5545335358254243,0.05365692642933898,3.3333333333333335,3
phase_a,tiny_transformer_L3_E15_P4_D01_LR00001_TD1024,tiny_transformer,0.5201844989736337,0.04391884541266811,2.6666666666666665,3
phase_a,attentive_pool_L4_E10_P4_D01_LR00001_TD1024,attentive_pool,0.5076258677383994,0.09145040487618081,5.0,3
phase_a,tiny_transformer_L4_E10_P4_D01_LR00001_TD1024,tiny_transformer,0.4823313272093757,0.08366769286847116,3.0,3
phase_a,tiny_transformer_L3_E10_P4_D01_LR00001_TD1024,tiny_transformer,0.45360725799565166,0.02975958050132562,2.3333333333333335,3
phase_a,attentive_pool_L3_E10_P4_D01_LR00001_TD1024,attentive_pool,0.36231076935478107,0.1607488620174969,1.6666666666666667,3
phase_a,attentive_pool_L4_E15_P4_D01_LR00001_TD1024,attentive_pool,0.2999475324889137,0.1419357185732733,1.6666666666666667,3
phase_b,mlp_L2_E15_P2_D02_LR00001,mlp,0.7274425827657981,0.07667840016290353,2.0,3
phase_b,attentive_pool_L2_E15_P8_D02_LR00001_TD512,attentive_pool,0.7233760179575827,0.07693843375824021,5.333333333333333,3
phase_b,mlp_L2_E10_P2_D005_LR00001,mlp,0.7156120817098653,0.08803703022705109,2.0,3
phase_b,attentive_pool_L2_E15_P8_D01_LR00001_TD1024,attentive_pool,0.6973121693121694,0.03522546447288803,7.666666666666667,3
phase_b,attentive_pool_L2_E15_P8_D02_LR5e-05_TD1024,attentive_pool,0.6962599930483139,0.1035720805049903,7.0,3
phase_b,mlp_L2_E10_P4_D02_LR00001,mlp,0.6776655758142432,0.11482337280483947,2.3333333333333335,3
phase_b,mlp_L2_E10_P8_D01_LR00001,mlp,0.6769617474342787,0.12323683866845517,4.333333333333333,3
phase_b,mlp_L2_E15_P8_D005_LR00001,mlp,0.670202926671517,0.10121510714060686,2.3333333333333335,3
phase_b,attentive_pool_L2_E15_P2_D005_LR5e-05_TD1024,attentive_pool,0.66694726046408,0.10621228229112079,2.0,3
phase_b,mlp_L2_E10_P8_D005_LR5e-05,mlp,0.6619494232754124,0.04956669357316813,3.0,3
phase_b,mlp_L2_E15_P2_D02_LR5e-05,mlp,0.6617247990600547,0.08067835098639597,1.3333333333333333,3
phase_b,attentive_pool_L2_E15_P2_D005_LR5e-05_TD512,attentive_pool,0.6549416666088407,0.057399196230853135,3.0,3
phase_b,mlp_L2_E15_P2_D01_LR5e-05,mlp,0.650118784419322,0.08523501145240157,6.0,3
phase_b,mlp_L2_E15_P2_D01_LR00001,mlp,0.6448850922634121,0.06748217895459221,3.3333333333333335,3
phase_b,mlp_L2_E15_P4_D02_LR5e-05,mlp,0.6366344878385247,0.09159327335852391,2.3333333333333335,3
phase_b,mlp_L2_E15_P4_D01_LR00001,mlp,0.6356190476190474,0.06703733687391968,3.6666666666666665,3
phase_b,mlp_L2_E15_P4_D005_LR00001,mlp,0.6277966153095736,0.0887802806083362,3.3333333333333335,3
phase_b,mlp_L2_E15_P4_D02_LR00001,mlp,0.6255785313134054,0.13432134722682398,4.333333333333333,3
phase_b,mlp_L2_E10_P2_D01_LR00001,mlp,0.6242502459366287,0.07639124532011984,2.0,3
phase_b,mlp_L2_E10_P8_D005_LR00001,mlp,0.6205098605098603,0.10626053840566194,2.0,3
phase_b,mlp_L2_E10_P4_D01_LR00001,mlp,0.616466716305875,0.16557864971574504,2.6666666666666665,3
phase_b,attentive_pool_L2_E15_P2_D02_LR5e-05_TD512,attentive_pool,0.6128831168831163,0.01310162414500441,3.6666666666666665,3
phase_b,mlp_L2_E15_P8_D01_LR00001,mlp,0.6103236861026877,0.08857815228838033,2.6666666666666665,3
phase_b,attentive_pool_L2_E15_P4_D02_LR5e-05_TD1024,attentive_pool,0.6080747702589804,0.05901498177085075,4.0,3
phase_b,mlp_L2_E10_P4_D005_LR00001,mlp,0.6053441042011707,0.14615064221362256,3.3333333333333335,3
phase_b,attentive_pool_L2_E15_P8_D01_LR5e-05_TD512,attentive_pool,0.6051682195227425,0.053777094074519576,7.0,3
phase_b,attentive_pool_L2_E15_P4_D02_LR00001_TD1024,attentive_pool,0.6049958610096811,0.129891453310605,6.333333333333333,3
phase_b,mlp_L2_E10_P8_D01_LR5e-05,mlp,0.6046608622920747,0.03722680522622735,1.3333333333333333,3
phase_b,mlp_L2_E10_P8_D02_LR5e-05,mlp,0.6027999651311937,0.07641882111249713,2.6666666666666665,3
phase_b,mlp_L2_E15_P4_D005_LR5e-05,mlp,0.6014678498889023,0.07095339843505662,3.3333333333333335,3
phase_b,mlp_L2_E10_P2_D02_LR00001,mlp,0.599982999343156,0.1428765462602783,2.3333333333333335,3
phase_b,mlp_L2_E10_P2_D02_LR5e-05,mlp,0.5990150739166754,0.04293350150227574,2.3333333333333335,3
phase_b,attentive_pool_L2_E15_P2_D02_LR00001_TD512,attentive_pool,0.5989061237143077,0.05801934404805226,2.6666666666666665,3
phase_b,mlp_L2_E10_P8_D02_LR00001,mlp,0.5974065934065934,0.0752001545020299,1.6666666666666667,3
phase_b,mlp_L2_E15_P8_D005_LR5e-05,mlp,0.5954533567452457,0.07494562097178062,2.3333333333333335,3
phase_b,attentive_pool_L2_E15_P2_D005_LR00001_TD1024,attentive_pool,0.5930230006453864,0.1319548734651895,4.333333333333333,3
phase_b,mlp_L2_E10_P2_D01_LR5e-05,mlp,0.591047619047619,0.1491522225363348,3.3333333333333335,3
phase_b,mlp_L2_E15_P8_D01_LR5e-05,mlp,0.5906238847190904,0.1384220061548239,4.333333333333333,3
phase_b,attentive_pool_L2_E15_P8_D01_LR00001_TD512,attentive_pool,0.590128712498115,0.11141979419162484,5.333333333333333,3
phase_b,mlp_L2_E15_P4_D01_LR5e-05,mlp,0.5884349521248761,0.055194436979327244,3.0,3
phase_b,mlp_L2_E15_P8_D02_LR00001,mlp,0.5881710816879097,0.10268891447472328,2.0,3
phase_b,mlp_L2_E10_P4_D005_LR5e-05,mlp,0.5866477333723706,0.09768068013709143,2.6666666666666665,3
phase_b,attentive_pool_L2_E15_P2_D02_LR00001_TD1024,attentive_pool,0.5846568042195194,0.1442088746500397,4.333333333333333,3
phase_b,mlp_L2_E10_P2_D005_LR5e-05,mlp,0.5846232237689137,0.11604847196895599,2.3333333333333335,3
phase_b,mlp_L2_E15_P2_D005_LR00001,mlp,0.5841097002627448,0.10576927719068867,1.3333333333333333,3
phase_b,attentive_pool_L2_E15_P2_D01_LR00001_TD512,attentive_pool,0.5825056365218088,0.07523987568461135,4.0,3
phase_b,mlp_L2_E15_P8_D02_LR5e-05,mlp,0.5772160553812117,0.11624110236852472,1.6666666666666667,3
phase_b,mlp_L2_E10_P4_D01_LR5e-05,mlp,0.5762667961793747,0.13425791354449637,2.0,3
phase_b,attentive_pool_L2_E15_P4_D005_LR5e-05_TD1024,attentive_pool,0.5762157287157283,0.07181548073030383,1.6666666666666667,3
phase_b,attentive_pool_L2_E15_P8_D01_LR5e-05_TD1024,attentive_pool,0.5757885077885073,0.2216321592882154,3.3333333333333335,3
phase_b,attentive_pool_L2_E15_P4_D02_LR00001_TD512,attentive_pool,0.5681889493468817,0.11380962223074294,4.666666666666667,3
phase_b,mlp_L2_E15_P2_D005_LR5e-05,mlp,0.5664558213317581,0.04889843569397895,1.6666666666666667,3
phase_b,attentive_pool_L2_E15_P2_D01_LR5e-05_TD1024,attentive_pool,0.5628862366071937,0.058816357144225735,4.666666666666667,3
phase_b,attentive_pool_L2_E15_P8_D005_LR5e-05_TD512,attentive_pool,0.555535871535871,0.030101395492354757,3.6666666666666665,3
phase_b,attentive_pool_L2_E15_P4_D005_LR00001_TD1024,attentive_pool,0.5546426054959853,0.11606651955644777,2.6666666666666665,3
phase_b,attentive_pool_L2_E15_P2_D01_LR00001_TD1024,attentive_pool,0.5514119460829984,0.07347795813400237,4.0,3
phase_b,attentive_pool_L2_E15_P4_D01_LR00001_TD1024,attentive_pool,0.5512026159147867,0.1396689079511703,4.666666666666667,3
phase_b,mlp_L2_E10_P4_D02_LR5e-05,mlp,0.5481218430692111,0.0764279687854633,4.0,3
phase_b,attentive_pool_L2_E15_P4_D01_LR5e-05_TD1024,attentive_pool,0.5387493389062546,0.18706347419854757,5.0,3
phase_b,attentive_pool_L2_E15_P4_D01_LR00001_TD512,attentive_pool,0.538367330200208,0.04620637914320757,2.6666666666666665,3
phase_b,attentive_pool_L2_E15_P2_D005_LR00001_TD512,attentive_pool,0.5373613026819921,0.1586234672873946,4.0,3
phase_b,attentive_pool_L2_E15_P4_D005_LR00001_TD512,attentive_pool,0.5257523767082587,0.19763550263412302,3.6666666666666665,3
phase_b,attentive_pool_L2_E15_P4_D01_LR5e-05_TD512,attentive_pool,0.5141216216216214,0.12490613714766444,4.666666666666667,3
phase_b,attentive_pool_L2_E15_P8_D005_LR00001_TD1024,attentive_pool,0.5111534391534387,0.132026668220827,4.0,3
phase_b,attentive_pool_L2_E15_P2_D02_LR5e-05_TD1024,attentive_pool,0.5090864530550433,0.20815976903121727,1.3333333333333333,3
phase_b,attentive_pool_L2_E15_P8_D005_LR5e-05_TD1024,attentive_pool,0.4972297789621387,0.22680912152083,3.0,3
phase_b,attentive_pool_L2_E15_P2_D01_LR5e-05_TD512,attentive_pool,0.4547695675971533,0.08383089163382909,1.3333333333333333,3
phase_b,attentive_pool_L2_E15_P4_D02_LR5e-05_TD512,attentive_pool,0.4453924254633357,0.18069483928487254,2.6666666666666665,3
phase_b,attentive_pool_L2_E15_P8_D02_LR00001_TD1024,attentive_pool,0.43894428459634405,0.19037083591500678,1.6666666666666667,3
phase_b,attentive_pool_L2_E15_P8_D02_LR5e-05_TD512,attentive_pool,0.4378255408967017,0.19106816786087877,4.0,3
phase_b,attentive_pool_L2_E15_P8_D005_LR00001_TD512,attentive_pool,0.43263825410837403,0.07112764696495605,3.3333333333333335,3
phase_b,attentive_pool_L2_E15_P4_D005_LR5e-05_TD512,attentive_pool,0.42450788311400073,0.1722242414457053,3.3333333333333335,3
phase_c,attentive_pool_L2_E15_P8_D01_LR00001_TD1024,attentive_pool,0.5025548005549565,0.20294116884211735,5.043478260869565,23
phase_c,attentive_pool_L2_E15_P8_D005_LR00001_TD512,attentive_pool,0.4994639917343753,0.15044753194424962,3.9565217391304346,23
