sample_id,endpoint,prob_keloid,pred_label,confidence,decision_threshold,decision
GSM194104,keloid_vs_unaffected_skin,0.21850125287325772,non_keloid,0.7814987471267423,0.4979889121578559,non_keloid
GSM194105,keloid_vs_unaffected_skin,0.29210942557969777,non_keloid,0.7078905744203022,0.4979889121578559,non_keloid
GSM194106,keloid_vs_unaffected_skin,0.6607820658014647,keloid,0.6607820658014647,0.4979889121578559,keloid
GSM194107,keloid_vs_unaffected_skin,0.5185064729279952,keloid,0.5185064729279952,0.4979889121578559,abstain
GSM194108,keloid_vs_unaffected_skin,0.27520042339214645,non_keloid,0.7247995766078535,0.4979889121578559,non_keloid
GSM194109,keloid_vs_unaffected_skin,0.7201228851212079,keloid,0.7201228851212079,0.4979889121578559,keloid
GSM194110,keloid_vs_unaffected_skin,0.9266207658696357,keloid,0.9266207658696357,0.4979889121578559,keloid
GSM194111,keloid_vs_unaffected_skin,0.5090298202756844,keloid,0.5090298202756844,0.4979889121578559,abstain
GSM194112,keloid_vs_unaffected_skin,0.33183596769678736,non_keloid,0.6681640323032126,0.4979889121578559,non_keloid
GSM194113,keloid_vs_unaffected_skin,0.8283096159237605,keloid,0.8283096159237605,0.4979889121578559,keloid
GSM194114,keloid_vs_unaffected_skin,0.3696018726683643,non_keloid,0.6303981273316357,0.4979889121578559,non_keloid
GSM194115,keloid_vs_unaffected_skin,0.24264773212783775,non_keloid,0.7573522678721623,0.4979889121578559,non_keloid
GSM194116,keloid_vs_unaffected_skin,0.27420878147609573,non_keloid,0.7257912185239043,0.4979889121578559,non_keloid
GSM194117,keloid_vs_unaffected_skin,0.12860600456465499,non_keloid,0.871393995435345,0.4979889121578559,non_keloid
GSM194118,keloid_vs_unaffected_skin,0.2962580243904238,non_keloid,0.7037419756095762,0.4979889121578559,non_keloid
GSM194119,keloid_vs_unaffected_skin,0.6296790519695666,keloid,0.6296790519695666,0.4979889121578559,keloid
GSM194120,keloid_vs_unaffected_skin,0.37522166201739093,non_keloid,0.6247783379826091,0.4979889121578559,non_keloid
GSM194121,keloid_vs_unaffected_skin,0.7333718894278507,keloid,0.7333718894278507,0.4979889121578559,keloid
GSM194122,keloid_vs_unaffected_skin,0.9024230790520288,keloid,0.9024230790520288,0.4979889121578559,keloid
GSM2432365,keloid_vs_unaffected_skin,0.3422627932867355,non_keloid,0.6577372067132645,0.4979889121578559,non_keloid
GSM2432366,keloid_vs_unaffected_skin,0.4652003129779523,non_keloid,0.5347996870220477,0.4979889121578559,abstain
GSM2432367,keloid_vs_unaffected_skin,0.2428975402444714,non_keloid,0.7571024597555286,0.4979889121578559,non_keloid
GSM2432368,keloid_vs_unaffected_skin,0.5244532679207152,keloid,0.5244532679207152,0.4979889121578559,abstain
GSM2432369,keloid_vs_unaffected_skin,0.5872887685686184,keloid,0.5872887685686184,0.4979889121578559,abstain
GSM2432370,keloid_vs_unaffected_skin,0.6436115035473182,keloid,0.6436115035473182,0.4979889121578559,keloid
GSM2432371,keloid_vs_unaffected_skin,0.3086888532259747,non_keloid,0.6913111467740253,0.4979889121578559,non_keloid
GSM2396556,keloid_vs_unaffected_skin,0.403842732529503,non_keloid,0.596157267470497,0.4979889121578559,abstain
GSM2396557,keloid_vs_unaffected_skin,0.4653048668280312,non_keloid,0.5346951331719688,0.4979889121578559,abstain
