sample_id,endpoint,prob_keloid,pred_label,confidence,decision_threshold,decision
GSM194104,fibroblast_keloid_binary,0.5210827660046733,keloid,0.5210827660046733,0.4842749168828799,abstain
GSM194105,fibroblast_keloid_binary,0.5233875880690804,keloid,0.5233875880690804,0.4842749168828799,abstain
GSM194106,fibroblast_keloid_binary,0.5223826875447483,keloid,0.5223826875447483,0.4842749168828799,abstain
GSM194107,fibroblast_keloid_binary,0.5167558769435112,keloid,0.5167558769435112,0.4842749168828799,abstain
GSM194108,fibroblast_keloid_binary,0.6077874289736123,keloid,0.6077874289736123,0.4842749168828799,keloid
GSM194109,fibroblast_keloid_binary,0.6218408778152036,keloid,0.6218408778152036,0.4842749168828799,keloid
GSM194110,fibroblast_keloid_binary,0.5283025212677838,keloid,0.5283025212677838,0.4842749168828799,abstain
GSM194111,fibroblast_keloid_binary,0.4681567136302419,non_keloid,0.5318432863697581,0.4842749168828799,abstain
GSM194112,fibroblast_keloid_binary,0.5182637782263979,keloid,0.5182637782263979,0.4842749168828799,abstain
GSM194113,fibroblast_keloid_binary,0.44231244591479324,non_keloid,0.5576875540852068,0.4842749168828799,abstain
GSM194114,fibroblast_keloid_binary,0.506787423768336,keloid,0.506787423768336,0.4842749168828799,abstain
GSM194115,fibroblast_keloid_binary,0.5749982941913189,keloid,0.5749982941913189,0.4842749168828799,abstain
GSM194116,fibroblast_keloid_binary,0.4821940422275568,non_keloid,0.5178059577724432,0.4842749168828799,abstain
GSM194117,fibroblast_keloid_binary,0.5661623446767292,keloid,0.5661623446767292,0.4842749168828799,abstain
GSM194118,fibroblast_keloid_binary,0.4204935389821326,non_keloid,0.5795064610178674,0.4842749168828799,abstain
GSM194119,fibroblast_keloid_binary,0.5397003518073697,keloid,0.5397003518073697,0.4842749168828799,abstain
GSM194120,fibroblast_keloid_binary,0.5293787847506046,keloid,0.5293787847506046,0.4842749168828799,abstain
GSM194121,fibroblast_keloid_binary,0.45856938058303776,non_keloid,0.5414306194169622,0.4842749168828799,abstain
GSM194122,fibroblast_keloid_binary,0.44533346994498124,non_keloid,0.5546665300550188,0.4842749168828799,abstain
GSM2432365,fibroblast_keloid_binary,0.729520816646726,keloid,0.729520816646726,0.4842749168828799,keloid
GSM2432366,fibroblast_keloid_binary,0.3865244718164067,non_keloid,0.6134755281835933,0.4842749168828799,non_keloid
GSM2432367,fibroblast_keloid_binary,0.7308588048561326,keloid,0.7308588048561326,0.4842749168828799,keloid
GSM2432368,fibroblast_keloid_binary,0.4069797140974639,non_keloid,0.5930202859025361,0.4842749168828799,abstain
GSM2432369,fibroblast_keloid_binary,0.3501569071634816,non_keloid,0.6498430928365184,0.4842749168828799,non_keloid
GSM2432370,fibroblast_keloid_binary,0.6259414277393816,keloid,0.6259414277393816,0.4842749168828799,keloid
GSM2432371,fibroblast_keloid_binary,0.38056074013929897,non_keloid,0.619439259860701,0.4842749168828799,non_keloid
GSM2396556,fibroblast_keloid_binary,0.48497196499785644,keloid,0.5150280350021436,0.4842749168828799,abstain
GSM2396557,fibroblast_keloid_binary,0.67255490466178,keloid,0.67255490466178,0.4842749168828799,keloid
GSM2396558,fibroblast_keloid_binary,0.29975596825466044,non_keloid,0.7002440317453396,0.4842749168828799,non_keloid
GSM2396559,fibroblast_keloid_binary,0.2863991668130851,non_keloid,0.7136008331869149,0.4842749168828799,non_keloid
GSM2396560,fibroblast_keloid_binary,0.645462145182659,keloid,0.645462145182659,0.4842749168828799,keloid
GSM2396561,fibroblast_keloid_binary,0.7635717785827439,keloid,0.7635717785827439,0.4842749168828799,keloid
GSM2396562,fibroblast_keloid_binary,0.6954389090066211,keloid,0.6954389090066211,0.4842749168828799,keloid
GSM1081582,fibroblast_keloid_binary,0.3899064518822424,non_keloid,0.6100935481177576,0.4842749168828799,non_keloid
GSM1081583,fibroblast_keloid_binary,0.40451109935148544,non_keloid,0.5954889006485146,0.4842749168828799,abstain
GSM1081584,fibroblast_keloid_binary,0.3746318692473404,non_keloid,0.6253681307526596,0.4842749168828799,non_keloid
GSM1081585,fibroblast_keloid_binary,0.3997416919227462,non_keloid,0.6002583080772538,0.4842749168828799,non_keloid
GSM1081586,fibroblast_keloid_binary,0.37302772632109893,non_keloid,0.6269722736789011,0.4842749168828799,non_keloid
GSM1081587,fibroblast_keloid_binary,0.36267202234832707,non_keloid,0.6373279776516729,0.4842749168828799,non_keloid
GSM1081588,fibroblast_keloid_binary,0.31847996487631636,non_keloid,0.6815200351236836,0.4842749168828799,non_keloid
GSM1081589,fibroblast_keloid_binary,0.38320112879434143,non_keloid,0.6167988712056586,0.4842749168828799,non_keloid
GSM1081590,fibroblast_keloid_binary,0.4423387040555433,non_keloid,0.5576612959444567,0.4842749168828799,abstain
GSM1081591,fibroblast_keloid_binary,0.6568135347882729,keloid,0.6568135347882729,0.4842749168828799,keloid
GSM1081592,fibroblast_keloid_binary,0.6770997220279757,keloid,0.6770997220279757,0.4842749168828799,keloid
GSM1081593,fibroblast_keloid_binary,0.7177488938447962,keloid,0.7177488938447962,0.4842749168828799,keloid
GSM1081594,fibroblast_keloid_binary,0.6939935918483193,keloid,0.6939935918483193,0.4842749168828799,keloid
GSM1081595,fibroblast_keloid_binary,0.630439353656195,keloid,0.630439353656195,0.4842749168828799,keloid
GSM1081596,fibroblast_keloid_binary,0.6490632043105381,keloid,0.6490632043105381,0.4842749168828799,keloid
GSM1081597,fibroblast_keloid_binary,0.6693224489556178,keloid,0.6693224489556178,0.4842749168828799,keloid
GSM1081598,fibroblast_keloid_binary,0.6707698725131211,keloid,0.6707698725131211,0.4842749168828799,keloid
GSM1081599,fibroblast_keloid_binary,0.7140025030314047,keloid,0.7140025030314047,0.4842749168828799,keloid
GSM1081600,fibroblast_keloid_binary,0.351107573783078,non_keloid,0.648892426216922,0.4842749168828799,non_keloid
GSM1081601,fibroblast_keloid_binary,0.42544115134766947,non_keloid,0.5745588486523305,0.4842749168828799,abstain
GSM1081602,fibroblast_keloid_binary,0.3964910233792974,non_keloid,0.6035089766207026,0.4842749168828799,non_keloid
GSM1081603,fibroblast_keloid_binary,0.3541997847911018,non_keloid,0.6458002152088982,0.4842749168828799,non_keloid
GSM1081604,fibroblast_keloid_binary,0.6929045666246838,keloid,0.6929045666246838,0.4842749168828799,keloid
GSM1081605,fibroblast_keloid_binary,0.6254252179390472,keloid,0.6254252179390472,0.4842749168828799,keloid
GSM1081606,fibroblast_keloid_binary,0.6470937960641446,keloid,0.6470937960641446,0.4842749168828799,keloid
GSM1081607,fibroblast_keloid_binary,0.6324874703578939,keloid,0.6324874703578939,0.4842749168828799,keloid
GSM1081608,fibroblast_keloid_binary,0.374305374046609,non_keloid,0.625694625953391,0.4842749168828799,non_keloid
GSM1081609,fibroblast_keloid_binary,0.3922292362640397,non_keloid,0.6077707637359603,0.4842749168828799,non_keloid
GSM1081610,fibroblast_keloid_binary,0.4084278522998884,non_keloid,0.5915721477001116,0.4842749168828799,abstain
GSM1081611,fibroblast_keloid_binary,0.618798579991779,keloid,0.618798579991779,0.4842749168828799,keloid
GSM1081612,fibroblast_keloid_binary,0.6979486075413566,keloid,0.6979486075413566,0.4842749168828799,keloid
GSM1081613,fibroblast_keloid_binary,0.686453043575699,keloid,0.686453043575699,0.4842749168828799,keloid
GSM71671,fibroblast_keloid_binary,0.5126016445367315,keloid,0.5126016445367315,0.4842749168828799,abstain
GSM71672,fibroblast_keloid_binary,0.48986893738243276,keloid,0.5101310626175672,0.4842749168828799,abstain
GSM71673,fibroblast_keloid_binary,0.6264155724997679,keloid,0.6264155724997679,0.4842749168828799,keloid
GSM71674,fibroblast_keloid_binary,0.5205921833976297,keloid,0.5205921833976297,0.4842749168828799,abstain
GSM71675,fibroblast_keloid_binary,0.6149003007029579,keloid,0.6149003007029579,0.4842749168828799,keloid
GSM71676,fibroblast_keloid_binary,0.4670354236535984,non_keloid,0.5329645763464016,0.4842749168828799,abstain
GSM71677,fibroblast_keloid_binary,0.47828044377311807,non_keloid,0.5217195562268819,0.4842749168828799,abstain
GSM71678,fibroblast_keloid_binary,0.5446348778285186,keloid,0.5446348778285186,0.4842749168828799,abstain
GSM71679,fibroblast_keloid_binary,0.47370755395933395,non_keloid,0.526292446040666,0.4842749168828799,abstain
GSM71680,fibroblast_keloid_binary,0.4793831441294184,non_keloid,0.5206168558705816,0.4842749168828799,abstain
GSM71681,fibroblast_keloid_binary,0.37521773663859126,non_keloid,0.6247822633614087,0.4842749168828799,non_keloid
GSM71682,fibroblast_keloid_binary,0.6742446871487705,keloid,0.6742446871487705,0.4842749168828799,keloid
GSM71683,fibroblast_keloid_binary,0.6277354043720613,keloid,0.6277354043720613,0.4842749168828799,keloid
GSM71684,fibroblast_keloid_binary,0.5892588162026547,keloid,0.5892588162026547,0.4842749168828799,abstain
GSM71685,fibroblast_keloid_binary,0.45790745153718426,non_keloid,0.5420925484628157,0.4842749168828799,abstain
GSM71686,fibroblast_keloid_binary,0.5105198374566535,keloid,0.5105198374566535,0.4842749168828799,abstain
GSM71687,fibroblast_keloid_binary,0.6707766876651173,keloid,0.6707766876651173,0.4842749168828799,keloid
GSM71688,fibroblast_keloid_binary,0.5850834900345014,keloid,0.5850834900345014,0.4842749168828799,abstain
GSM71689,fibroblast_keloid_binary,0.5721684463393919,keloid,0.5721684463393919,0.4842749168828799,abstain
GSM71690,fibroblast_keloid_binary,0.570268471622394,keloid,0.570268471622394,0.4842749168828799,abstain
GSM71691,fibroblast_keloid_binary,0.5579307864953891,keloid,0.5579307864953891,0.4842749168828799,abstain
GSM71692,fibroblast_keloid_binary,0.5840766250409758,keloid,0.5840766250409758,0.4842749168828799,abstain
GSM71693,fibroblast_keloid_binary,0.6112585797186372,keloid,0.6112585797186372,0.4842749168828799,keloid
GSM71694,fibroblast_keloid_binary,0.5896557272994467,keloid,0.5896557272994467,0.4842749168828799,abstain
GSM71695,fibroblast_keloid_binary,0.48014384844104363,non_keloid,0.5198561515589564,0.4842749168828799,abstain
GSM71696,fibroblast_keloid_binary,0.6451142376761039,keloid,0.6451142376761039,0.4842749168828799,keloid
GSM71697,fibroblast_keloid_binary,0.5314758655246044,keloid,0.5314758655246044,0.4842749168828799,abstain
GSM71698,fibroblast_keloid_binary,0.5935999286571526,keloid,0.5935999286571526,0.4842749168828799,abstain
GSM71699,fibroblast_keloid_binary,0.48485592874638805,keloid,0.515144071253612,0.4842749168828799,abstain
GSM71700,fibroblast_keloid_binary,0.5667323190928417,keloid,0.5667323190928417,0.4842749168828799,abstain
GSM71701,fibroblast_keloid_binary,0.6649333384782256,keloid,0.6649333384782256,0.4842749168828799,keloid
GSM71702,fibroblast_keloid_binary,0.543661998400775,keloid,0.543661998400775,0.4842749168828799,abstain
GSM71703,fibroblast_keloid_binary,0.523993067411614,keloid,0.523993067411614,0.4842749168828799,abstain
GSM71704,fibroblast_keloid_binary,0.4993500124479443,keloid,0.5006499875520557,0.4842749168828799,abstain
GSM71705,fibroblast_keloid_binary,0.6335485824120757,keloid,0.6335485824120757,0.4842749168828799,keloid
GSM71706,fibroblast_keloid_binary,0.5283391140193658,keloid,0.5283391140193658,0.4842749168828799,abstain
GSM71707,fibroblast_keloid_binary,0.6866201811307111,keloid,0.6866201811307111,0.4842749168828799,keloid
GSM71708,fibroblast_keloid_binary,0.5152122926570577,keloid,0.5152122926570577,0.4842749168828799,abstain
GSM71709,fibroblast_keloid_binary,0.31953302787714244,non_keloid,0.6804669721228576,0.4842749168828799,non_keloid
GSM71710,fibroblast_keloid_binary,0.5962268492994911,keloid,0.5962268492994911,0.4842749168828799,abstain
GSM71711,fibroblast_keloid_binary,0.42714192421585795,non_keloid,0.572858075784142,0.4842749168828799,abstain
GSM71712,fibroblast_keloid_binary,0.48205720010600284,non_keloid,0.5179427998939972,0.4842749168828799,abstain
GSM71713,fibroblast_keloid_binary,0.6216930721338159,keloid,0.6216930721338159,0.4842749168828799,keloid
GSM71714,fibroblast_keloid_binary,0.5332421230825634,keloid,0.5332421230825634,0.4842749168828799,abstain
GSM71715,fibroblast_keloid_binary,0.5604718286414083,keloid,0.5604718286414083,0.4842749168828799,abstain
GSM71716,fibroblast_keloid_binary,0.5041995840584871,keloid,0.5041995840584871,0.4842749168828799,abstain
GSM71717,fibroblast_keloid_binary,0.5661766425395887,keloid,0.5661766425395887,0.4842749168828799,abstain
GSM71718,fibroblast_keloid_binary,0.6230785725768826,keloid,0.6230785725768826,0.4842749168828799,keloid
GSM71719,fibroblast_keloid_binary,0.29737369166441785,non_keloid,0.7026263083355822,0.4842749168828799,non_keloid
GSM71720,fibroblast_keloid_binary,0.45446648793435585,non_keloid,0.5455335120656442,0.4842749168828799,abstain
GSM71721,fibroblast_keloid_binary,0.6673586333162216,keloid,0.6673586333162216,0.4842749168828799,keloid
GSM71722,fibroblast_keloid_binary,0.5894208251895121,keloid,0.5894208251895121,0.4842749168828799,abstain
GSM71723,fibroblast_keloid_binary,0.4381071738622102,non_keloid,0.5618928261377898,0.4842749168828799,abstain
