condition_code,cell_source,fb_ec_ratio,replicate_id,culture_format,COL1A1,COL3A1,TGFB1,ECM_score,TGFb_score,hypoxia_vascular_score,remodeling_score,qpcr_fibrotic_activity_score,cohort_program_score,spheroid_system,paper,spheroid_area_um2,compact_spheroid_pct
A(F1E0),ATCC_KF,1:0,1,2D_monolayer,0.9996666666666666,1.0445710000000001,1.0023333333333333,1.0221188333333333,1.0023333333333333,,,1.0122260833333332,1.7180354106452198,fibroblast_only,choi_2024,18273.414999999997,29.8
A(F1E0),ATCC_KF,1:0,1,3D_spheroid,29.408961666666666,14.556703333333333,44.59162,21.9828325,44.59162,,,33.28722625,51.051202190758985,fibroblast_only,choi_2024,18273.414999999997,29.8
A(F1E0),ATCC_KF,1:0,2,2D_monolayer,0.9116666666666666,0.957319,0.9809999999999999,0.9344928333333333,0.9809999999999999,,,0.9577464166666666,1.6102934814569145,fibroblast_only,choi_2024,12520.215666666665,29.8
A(F1E0),ATCC_KF,1:0,2,3D_spheroid,31.727500000000003,15.003706666666666,44.644506666666665,23.365603333333333,44.644506666666665,,,34.005055,52.57769614917164,fibroblast_only,choi_2024,12520.215666666665,29.8
A(F1E0),ATCC_KF,1:0,3,2D_monolayer,1.0886666666666667,0.9986666666666667,1.0170000000000001,1.0436666666666667,1.0170000000000001,,,1.0303333333333335,1.7502970492956607,fibroblast_only,choi_2024,17318.713333333333,29.8
A(F2E1),ATCC_KF,2:1,1,2D_monolayer,1.0633333333333332,1.0576666666666668,0.9646666666666667,1.0605,0.9646666666666667,,,1.0125833333333334,1.7364483200453305,fibroblast_endothelial,choi_2024,12971.875666666667,64.0
A(F2E1),ATCC_KF,2:1,1,3D_spheroid,13.456801333333333,4.199192,13.332152999999998,8.827996666666667,13.332152999999998,,,11.080074833333333,17.70057837172973,fibroblast_endothelial,choi_2024,12971.875666666667,64.0
A(F2E1),ATCC_KF,2:1,2,2D_monolayer,0.907,0.957,0.9673333333333334,0.9319999999999999,0.9673333333333334,,,0.9496666666666667,1.599233418353705,fibroblast_endothelial,choi_2024,11045.923499999999,64.0
A(F2E1),ATCC_KF,2:1,2,3D_spheroid,13.907823666666667,3.585069333333333,14.280947333333332,8.746446500000001,14.280947333333332,,,11.513696916666667,18.1932968249517,fibroblast_endothelial,choi_2024,11045.923499999999,64.0
A(F2E1),ATCC_KF,2:1,3,2D_monolayer,0.9573333333333333,0.9319999999999999,1.0416666666666667,0.9446666666666665,1.0416666666666667,,,0.9931666666666666,1.6584256357820446,fibroblast_endothelial,choi_2024,11369.371,64.0
A(F4E1),ATCC_KF,4:1,1,2D_monolayer,1.0746666666666667,1.0323333333333333,1.0650000000000002,1.0535,1.0650000000000002,,,1.05925,1.790306971875417,fibroblast_endothelial,choi_2024,13454.184666666668,71.5
A(F4E1),ATCC_KF,4:1,1,3D_spheroid,21.817496666666667,11.126936333333333,31.874650000000003,16.472216500000002,31.874650000000003,,,24.173433250000002,37.311738998361854,fibroblast_endothelial,choi_2024,13454.184666666668,71.5
A(F4E1),ATCC_KF,4:1,2,2D_monolayer,0.9376666666666668,1.0256666666666667,1.0083333333333333,0.9816666666666667,1.0083333333333333,,,0.995,1.6779989522136736,fibroblast_endothelial,choi_2024,13194.901833333335,71.5
A(F4E1),ATCC_KF,4:1,2,3D_spheroid,22.659360666666668,11.791015666666667,33.51882333333333,17.22518816666667,33.51882333333333,,,25.37200575,39.131877613776545,fibroblast_endothelial,choi_2024,13194.901833333335,71.5
A(F4E1),ATCC_KF,4:1,3,2D_monolayer,0.9316666666666666,0.9993333333333333,1.0306666666666666,0.9655,1.0306666666666666,,,0.9980833333333333,1.6742025525003652,fibroblast_endothelial,choi_2024,14121.622666666668,71.5
A(F8E1),ATCC_KF,8:1,1,2D_monolayer,1.0223333333333333,0.9899999999999999,1.056,1.0061666666666667,1.056,,,1.0310833333333334,1.7336525054942915,fibroblast_endothelial,choi_2024,12900.346666666666,67.5
A(F8E1),ATCC_KF,8:1,1,3D_spheroid,25.131687999999997,17.064600666666667,37.37424,21.09814433333333,37.37424,,,29.236192166666665,45.67692042444865,fibroblast_endothelial,choi_2024,12900.346666666666,67.5
A(F8E1),ATCC_KF,8:1,2,2D_monolayer,0.9763333333333333,1.0216666666666667,0.9576666666666666,0.999,0.9576666666666666,,,0.9783333333333333,1.6657107895416838,fibroblast_endothelial,choi_2024,14847.691333333334,67.5
A(F8E1),ATCC_KF,8:1,2,3D_spheroid,28.32511033333333,16.107319999999998,39.29955666666667,22.216215166666665,39.29955666666667,,,30.757885916666666,48.06366866938994,fibroblast_endothelial,choi_2024,14847.691333333334,67.5
A(F8E1),ATCC_KF,8:1,3,2D_monolayer,0.9553333333333334,1.0053333333333334,1.0926666666666667,0.9803333333333334,1.0926666666666667,,,1.0365,1.7281856538785787,fibroblast_endothelial,choi_2024,11174.929333333333,67.5
K1(F2E1),K1,2:1,1,2D_monolayer,0.9253333333333332,0.9296666666666668,1.0046666666666666,0.9275,1.0046666666666666,,,0.9660833333333333,1.617225876228199,fibroblast_endothelial,choi_2024,,37.5
K1(F2E1),K1,2:1,1,3D_spheroid,8.676844333333333,9.437854333333334,10.017278,9.057349333333335,10.017278,,,9.537313666666666,15.919090669783264,fibroblast_endothelial,choi_2024,,37.5
K1(F2E1),K1,2:1,2,2D_monolayer,1.1086666666666667,1.0276666666666667,1.0763333333333334,1.0681666666666667,1.0763333333333334,,,1.07225,1.8130927331354147,fibroblast_endothelial,choi_2024,,37.5
K1(F2E1),K1,2:1,2,3D_spheroid,9.182682999999999,9.229728,9.931629,9.2062055,9.931629,,,9.568917249999998,16.027500564587584,fibroblast_endothelial,choi_2024,,37.5
K1(F2E1),K1,2:1,3,2D_monolayer,0.9456666666666665,1.0216666666666667,1.0326666666666666,0.9836666666666667,1.0326666666666666,,,1.0081666666666667,1.6950564448022991,fibroblast_endothelial,choi_2024,,37.5
K1(F4E1),K1,4:1,1,2D_monolayer,0.9836666666666666,0.953,0.9933333333333333,0.9683333333333333,0.9933333333333333,,,0.9808333333333332,1.6544092205833736,fibroblast_endothelial,choi_2024,,48.5
K1(F4E1),K1,4:1,1,3D_spheroid,12.35936,13.769391333333333,13.695802,13.064375666666667,13.695802,,,13.380088833333334,22.500708954244764,fibroblast_endothelial,choi_2024,,48.5
K1(F4E1),K1,4:1,2,2D_monolayer,0.9420000000000001,0.9613333333333333,1.0090000000000001,0.9516666666666667,1.0090000000000001,,,0.9803333333333334,1.645991341194952,fibroblast_endothelial,choi_2024,,48.5
K1(F4E1),K1,4:1,2,3D_spheroid,13.72277333333333,13.303484333333335,13.190166666666668,13.513128833333333,13.190166666666668,,,13.351647750000001,22.67605654904971,fibroblast_endothelial,choi_2024,,48.5
K1(F4E1),K1,4:1,3,2D_monolayer,1.0423333333333333,1.018,0.957,1.0301666666666667,0.957,,,0.9935833333333333,1.6989790123901538,fibroblast_endothelial,choi_2024,,48.5
K2(F2E1),K2,2:1,1,2D_monolayer,1.046,0.9786666666666667,1.06,1.0123333333333333,1.06,,,1.0361666666666667,1.7427644699289513,fibroblast_endothelial,choi_2024,,57.6
K2(F2E1),K2,2:1,1,3D_spheroid,6.855505333333333,4.69278,6.084937,5.774142666666666,6.084937,,,5.929539833333333,9.964194858914633,fibroblast_endothelial,choi_2024,,57.6
K2(F2E1),K2,2:1,2,2D_monolayer,0.9963333333333333,0.9620000000000001,0.9716666666666667,0.9791666666666667,0.9716666666666667,,,0.9754166666666667,1.6528509451069258,fibroblast_endothelial,choi_2024,,57.6
K2(F2E1),K2,2:1,2,3D_spheroid,6.785723,4.616944,6.464605,5.7013335000000005,6.464605,,,6.08296925,10.117948926656217,fibroblast_endothelial,choi_2024,,57.6
K2(F2E1),K2,2:1,3,2D_monolayer,0.911,1.0353333333333332,0.983,0.9731666666666666,0.983,,,0.9780833333333333,1.6533058682399528,fibroblast_endothelial,choi_2024,,57.6
K2(F4E1),K2,4:1,1,2D_monolayer,1.029,0.9906666666666667,1.0506666666666666,1.0098333333333334,1.0506666666666666,,,1.03025,1.7343494544178952,fibroblast_endothelial,choi_2024,,73.6
K2(F4E1),K2,4:1,1,3D_spheroid,13.914521,7.846398000000001,12.760898333333332,10.8804595,12.760898333333332,,,11.820678916666665,19.56860241741594,fibroblast_endothelial,choi_2024,,73.6
K2(F4E1),K2,4:1,2,2D_monolayer,0.9296666666666665,0.9263333333333333,1.0163333333333333,0.9279999999999999,1.0163333333333333,,,0.9721666666666666,1.6249082690000851,fibroblast_endothelial,choi_2024,,73.6
K2(F4E1),K2,4:1,2,3D_spheroid,14.484403333333333,7.885160666666667,12.570583333333333,11.184782,12.570583333333333,,,11.877682666666667,19.780922776692268,fibroblast_endothelial,choi_2024,,73.6
K2(F4E1),K2,4:1,3,2D_monolayer,0.9633333333333334,1.0596666666666668,1.032333333333333,1.0115,1.032333333333333,,,1.0219166666666666,1.724926980438892,fibroblast_endothelial,choi_2024,,73.6
K3(F2E1),K3,2:1,1,2D_monolayer,1.0213333333333334,0.9136666666666667,1.026,0.9675,1.026,,,0.99675,1.6735067491277078,fibroblast_endothelial,choi_2024,,67.2
K3(F2E1),K3,2:1,1,3D_spheroid,9.533695,8.604445333333333,14.128986666666668,9.069070166666666,14.128986666666668,,,11.599028416666666,18.448871898070085,fibroblast_endothelial,choi_2024,,67.2
K3(F2E1),K3,2:1,2,2D_monolayer,0.9596666666666667,1.0716666666666665,1.0050000000000001,1.0156666666666667,1.0050000000000001,,,1.0103333333333335,1.7126961739494446,fibroblast_endothelial,choi_2024,,67.2
K3(F2E1),K3,2:1,2,3D_spheroid,9.977114666666667,9.728426333333333,14.178456666666667,9.8527705,14.178456666666667,,,12.015613583333334,19.325963924687624,fibroblast_endothelial,choi_2024,,67.2
K3(F2E1),K3,2:1,3,2D_monolayer,1.0163333333333333,1.0193333333333332,1.0213333333333334,1.0178333333333334,1.0213333333333334,,,1.0195833333333333,1.7250362929874827,fibroblast_endothelial,choi_2024,,67.2
K3(F4E1),K3,4:1,1,2D_monolayer,1.0130000000000001,1.062,1.0206666666666666,1.0375,1.0206666666666666,,,1.0290833333333333,1.7458784849427191,fibroblast_endothelial,choi_2024,,56.4
K3(F4E1),K3,4:1,1,3D_spheroid,14.143759666666668,13.195050333333333,15.848426666666667,13.669405000000001,15.848426666666667,,,14.758915833333333,24.47225733398186,fibroblast_endothelial,choi_2024,,56.4
K3(F4E1),K3,4:1,2,2D_monolayer,0.9700000000000001,0.9196666666666666,1.0519999999999998,0.9448333333333334,1.0519999999999998,,,0.9984166666666666,1.6649316102529585,fibroblast_endothelial,choi_2024,,56.4
K3(F4E1),K3,4:1,2,3D_spheroid,15.196956666666665,13.265541333333333,14.995849999999999,14.231248999999998,14.995849999999999,,,14.613549499999998,24.55741088230109,fibroblast_endothelial,choi_2024,,56.4
K3(F4E1),K3,4:1,3,2D_monolayer,0.9793333333333333,0.9866666666666667,0.9956666666666667,0.983,0.9956666666666667,,,0.9893333333333334,1.6716853382691803,fibroblast_endothelial,choi_2024,,56.4
Dirand_KF_2D_monolayer_none,KF,1:0,1,2D_monolayer,,,,,,,,1.0,1.0,dirand_fibroblast_only,dirand_2023,,
Dirand_KF_2D_monolayer_present,KF,1:0,1,2D_monolayer,,,,,,,,1.25,1.0,dirand_fibroblast_only,dirand_2023,,
Dirand_KF_3D_spheroid_none,KF,1:0,1,3D_spheroid,,,,,,,,0.25,-1.0,dirand_fibroblast_only,dirand_2023,,
Dirand_KF_3D_spheroid_present,KF,1:0,1,3D_spheroid,,,,,,,,0.25,-1.0,dirand_fibroblast_only,dirand_2023,,
Dirand_NDF_2D_monolayer_none,NDF,1:0,1,2D_monolayer,,,,,,,,0.4,-1.0,dirand_fibroblast_only,dirand_2023,,
Dirand_NDF_2D_monolayer_present,NDF,1:0,1,2D_monolayer,,,,,,,,0.4,-1.0,dirand_fibroblast_only,dirand_2023,,
Dirand_NDF_3D_spheroid_none,NDF,1:0,1,3D_spheroid,,,,,,,,0.25,-1.0,dirand_fibroblast_only,dirand_2023,,
Dirand_NDF_3D_spheroid_present,NDF,1:0,1,3D_spheroid,,,,,,,,0.25,-1.0,dirand_fibroblast_only,dirand_2023,,
