task,feature_set,model,accuracy_mean,accuracy_std,accuracy_count,weighted_f1_mean,weighted_f1_std,weighted_f1_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_count,macro_f1_mean,macro_f1_std,macro_f1_count,auroc_mean,auroc_std,auroc_count
cell_type,shared_genes,elastic_net_logreg,0.9448979591836734,0.07854680206843785,21,0.9343663391282439,0.09227253469938541,21,0.9427437641723356,0.07958621403542623,21,0.9152557319223985,0.12053678633248764,21,,,0
cell_type,shared_genes_plus_modules,elastic_net_logreg,0.9448979591836734,0.07854680206843785,21,0.9343663391282439,0.09227253469938541,21,0.9427437641723356,0.07958621403542623,21,0.9152557319223985,0.12053678633248764,21,,,0
cell_type,shared_genes,linear_svm,0.9396069538926681,0.08590583562967123,21,0.9218946837994457,0.10958404858626498,21,0.9374527588813303,0.08671933143434889,21,0.9165154950869236,0.11715122624606002,21,,,0
cell_type,shared_genes_plus_modules,linear_svm,0.9396069538926681,0.08590583562967123,21,0.9218946837994457,0.10958404858626498,21,0.9374527588813303,0.08671933143434889,21,0.9165154950869236,0.11715122624606002,21,,,0
cell_type,shared_genes,random_forest,0.9124672091058647,0.10306003423425127,21,0.8874782505594832,0.1334574881841734,21,0.9079554043839758,0.10664792182459465,21,0.875880574452003,0.14644606538718388,21,,,0
cell_type,shared_genes_plus_modules,random_forest,0.8956215819661197,0.09367449945270323,21,0.8658473759874321,0.11889229611140853,21,0.8895691609977324,0.09748766346173694,21,0.8531292517006802,0.1315376417440089,21,,,0
cell_type,shared_genes_plus_modules,small_mlp,0.8102196434129206,0.08574838472777517,21,0.758595289967839,0.10870938847740344,21,0.8032501889644746,0.09158923317194542,21,0.7486545729402871,0.11427170031096723,21,,,0
cell_type,shared_genes,knn,0.8028355786759148,0.09298133330455981,21,0.7373058853170897,0.12204679884232891,21,0.7926681783824641,0.098392104463877,21,0.728169564121945,0.12569797228694168,21,,,0
cell_type,shared_genes_plus_modules,knn,0.8028355786759148,0.09298133330455981,21,0.7373058853170897,0.12204679884232891,21,0.7926681783824641,0.098392104463877,21,0.728169564121945,0.12569797228694168,21,,,0
cell_type,modules_only,elastic_net_logreg,0.6603474723222622,0.14806536753610983,21,0.601092585182221,0.16902872358789206,21,0.6532879818594104,0.1523505101896428,21,0.5537654320987654,0.17226869477862655,21,,,0
cell_type,modules_only,linear_svm,0.6306422569027611,0.16262782970612363,21,0.5639600284558268,0.19221582205110926,21,0.6238095238095238,0.16648776301294996,21,0.523068783068783,0.1956680858802262,21,,,0
cell_type,modules_only,knn,0.6276288293095016,0.1373784851598607,21,0.5492140458877154,0.168393939278004,21,0.6181783824640967,0.13942322775007754,21,0.5287916008154103,0.1510077339141361,21,,,0
cell_type,modules_only,random_forest,0.607697523453826,0.1693035503470909,21,0.5309262593926459,0.191758395379032,21,0.5988756613756614,0.17252703866679744,21,0.5084876543209876,0.19528145548700773,21,,,0
