task,split_name,feature_set,normalization_mode,model,n_train,n_test,train_label_counts,test_label_counts,accuracy,weighted_f1,balanced_accuracy,macro_f1,auroc,confusion_matrix,labels
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_plus_expanded,accession_zscore,majority,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6666666666666666,0.5333333333333333,0.5,0.4,0.5,"[[0, 9], [0, 18]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_plus_expanded,accession_zscore,stratified_random,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.4074074074074074,0.4242424242424242,0.38888888888888884,0.38636363636363635,0.3888888888888889,"[[3, 6], [10, 8]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_plus_expanded,accession_zscore,elastic_net_logreg,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7407407407407407,0.7474747474747474,0.75,0.7272727272727273,0.7962962962962963,"[[7, 2], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_plus_expanded,accession_zscore,linear_svm,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7777777777777778,0.7840909090909092,0.8055555555555556,0.7698863636363636,0.8024691358024691,"[[8, 1], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_plus_expanded,accession_zscore,random_forest,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7037037037037037,0.7037037037037037,0.6666666666666667,0.6666666666666667,0.7469135802469136,"[[5, 4], [4, 14]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_plus_expanded,accession_zscore,hist_gradient_boosting,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.5925925925925926,0.5861155272919979,0.5277777777777778,0.5278219395866455,0.6234567901234568,"[[3, 6], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_plus_expanded,accession_zscore,knn,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6666666666666666,0.6461538461538462,0.5833333333333334,0.5846153846153846,0.6111111111111112,"[[3, 6], [3, 15]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_plus_expanded,accession_zscore,small_mlp,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7777777777777778,0.7840909090909092,0.8055555555555556,0.7698863636363636,0.7962962962962963,"[[8, 1], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_only,accession_zscore,majority,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6666666666666666,0.5333333333333333,0.5,0.4,0.5,"[[0, 9], [0, 18]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_only,accession_zscore,stratified_random,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.4074074074074074,0.4242424242424242,0.38888888888888884,0.38636363636363635,0.3888888888888889,"[[3, 6], [10, 8]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_only,accession_zscore,elastic_net_logreg,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7407407407407407,0.7474747474747474,0.75,0.7272727272727273,0.7962962962962963,"[[7, 2], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_only,accession_zscore,linear_svm,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7777777777777778,0.7840909090909092,0.8055555555555556,0.7698863636363636,0.7962962962962963,"[[8, 1], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_only,accession_zscore,random_forest,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6296296296296297,0.6296296296296297,0.5833333333333333,0.5833333333333333,0.7345679012345679,"[[4, 5], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_only,accession_zscore,hist_gradient_boosting,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.5555555555555556,0.5394736842105263,0.4722222222222222,0.46710526315789475,0.6296296296296295,"[[2, 7], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_only,accession_zscore,knn,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7037037037037037,0.6929824561403508,0.6388888888888888,0.6447368421052632,0.6419753086419753,"[[4, 5], [3, 15]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,modules_rank_only,accession_zscore,small_mlp,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.7037037037037037,0.7098039215686275,0.6944444444444444,0.6823529411764706,0.7407407407407408,"[[6, 3], [5, 13]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,published_markers_only,accession_zscore,majority,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.6666666666666666,0.5333333333333333,0.5,0.4,0.5,"[[0, 9], [0, 18]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,published_markers_only,accession_zscore,stratified_random,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.4074074074074074,0.4242424242424242,0.38888888888888884,0.38636363636363635,0.3888888888888889,"[[3, 6], [10, 8]]","['keloid', 'non_keloid']"
keloid_binary,leave_accession_out_E-MTAB-2509,published_markers_only,accession_zscore,elastic_net_logreg,231,27,"{'non_keloid': 140, 'keloid': 91}","{'non_keloid': 18, 'keloid': 9}",0.5925925925925926,0.6031746031746031,0.5833333333333334,0.5714285714285714,0.5,"[[5, 4], [7, 11]]","['keloid', 'non_keloid']"
