task,feature_set,model,accuracy_mean,accuracy_std,accuracy_count,weighted_f1_mean,weighted_f1_std,weighted_f1_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_count,macro_f1_mean,macro_f1_std,macro_f1_count,auroc_mean,auroc_std,auroc_count
keloid_binary,modules_rank_only,linear_svm,0.6375034862798021,0.20453358928654086,10,0.6107761819998998,0.22656634137986945,10,0.6314407814407814,0.20556448733014332,10,0.594254687717048,0.23184499871991912,10,0.6451039743085197,0.25869648870720585,10
keloid_binary,modules_rank_only,elastic_net_logreg,0.6308452371215529,0.20260823284621376,10,0.6041286045398528,0.22370951236099798,10,0.6235788285788286,0.2010820866753036,10,0.5872668114892726,0.22859369317341138,10,0.6461576815440452,0.25843712195359186,10
keloid_binary,expanded_profibrotic_only,small_mlp,0.634610648123806,0.12972801821116112,10,0.602094888836617,0.15090803170763945,10,0.6223119473119473,0.1277542863906803,10,0.5804834185432796,0.16317940614715565,10,0.6470573353414262,0.1663863577734155,10
keloid_binary,modules_rank_plus_expanded,linear_svm,0.6266342677790047,0.2219621017584508,10,0.6005994044103188,0.23918225069453847,10,0.6173660598660599,0.23302114803611093,10,0.5817701689611985,0.24890602239074203,10,0.6479987053614504,0.23712173187850585,10
keloid_binary,modules_rank_plus_expanded,small_mlp,0.6284466220913589,0.1891959355021619,10,0.5968930536793768,0.19806567240379183,10,0.5996973396973397,0.19885609449086317,10,0.567713692463251,0.21368111529112155,10,0.6484074776233867,0.21216190293474202,10
keloid_binary,expanded_profibrotic_only,elastic_net_logreg,0.6212734200497358,0.09339866696849478,10,0.5953547716598948,0.11173187660770294,10,0.6014683464683465,0.11770429548348764,10,0.5677650173596143,0.13885254526222554,10,0.6392616215154094,0.16328535573011138,10
keloid_binary,modules_rank_plus_expanded,elastic_net_logreg,0.6199401334532914,0.2200826925630967,10,0.5939089898375804,0.2365274651448844,10,0.608527676027676,0.2290958350253659,10,0.5743630478493852,0.24559861062048255,10,0.6383627361695543,0.24578859378658893,10
keloid_binary,modules_rank_only,small_mlp,0.6196007408770566,0.18918414222715416,10,0.5833096194364632,0.21369394098660716,10,0.6025927775927775,0.2010010272236564,10,0.559815045314637,0.2243666269571572,10,0.639772471636108,0.2423819608640347,10
keloid_binary,modules_rank_only,hist_gradient_boosting,0.6184906423985371,0.13426096516180897,10,0.5797913173944924,0.1508322846601693,10,0.5849201724201725,0.16843684453032204,10,0.5441285987809392,0.18089048494391377,10,0.6065612396862397,0.20806365519346856,10
keloid_binary,expanded_profibrotic_only,stratified_random,0.5749381617407934,0.1094694529169005,10,0.5764913372628694,0.10952496577084773,10,0.5798008173743467,0.11335176250664611,10,0.5654157566837478,0.11171855695745585,10,0.5798008173743467,0.11335176250664605,10
keloid_binary,modules_rank_only,stratified_random,0.5749381617407934,0.1094694529169005,10,0.5764913372628694,0.10952496577084773,10,0.5798008173743467,0.11335176250664611,10,0.5654157566837478,0.11171855695745585,10,0.5798008173743467,0.11335176250664605,10
keloid_binary,modules_rank_plus_expanded,stratified_random,0.5749381617407934,0.1094694529169005,10,0.5764913372628694,0.10952496577084773,10,0.5798008173743467,0.11335176250664611,10,0.5654157566837478,0.11171855695745585,10,0.5798008173743467,0.11335176250664605,10
keloid_binary,published_markers_only,stratified_random,0.5749381617407934,0.1094694529169005,10,0.5764913372628694,0.10952496577084773,10,0.5798008173743467,0.11335176250664611,10,0.5654157566837478,0.11171855695745585,10,0.5798008173743467,0.11335176250664605,10
keloid_binary,shared_genes,stratified_random,0.5749381617407934,0.1094694529169005,10,0.5764913372628694,0.10952496577084773,10,0.5798008173743467,0.11335176250664611,10,0.5654157566837478,0.11171855695745585,10,0.5798008173743467,0.11335176250664605,10
keloid_binary,published_markers_only,hist_gradient_boosting,0.6090032925164504,0.15069029250924984,10,0.5695518162742419,0.1800883783074604,10,0.5895510508010509,0.1526173085079322,10,0.5451474825581233,0.18670002511014816,10,0.651683292997687,0.16620128507242474,10
keloid_binary,modules_rank_plus_expanded,hist_gradient_boosting,0.6078043939491308,0.14726268994024028,10,0.5693410030988023,0.17655092508271766,10,0.5867046842046842,0.16676370615147992,10,0.5428542195162369,0.18826706223987696,10,0.6151140041215799,0.24214677338313662,10
keloid_binary,modules_rank_only,knn,0.5974205088284036,0.10173582247490565,10,0.5627347923445514,0.136438271452758,10,0.5696401283901283,0.11074148550940073,10,0.5338770276701358,0.14657415446300573,10,0.5703179241493636,0.12836159431154026,10
keloid_binary,expanded_profibrotic_only,hist_gradient_boosting,0.6076214238977398,0.11843417223839363,10,0.5615666626328538,0.15004641451014675,10,0.5801235338735339,0.137641136881063,10,0.5301668580417424,0.16503444918272694,10,0.5970122790369002,0.15586775822810095,10
keloid_binary,expanded_profibrotic_only,knn,0.5854215136715137,0.13917006128008716,10,0.5552323446763746,0.14569129287352678,10,0.545414492914493,0.15393569289441328,10,0.5180406705803587,0.16732535368618656,10,0.5779610168170775,0.1340883430587538,10
