task,feature_set,model,accuracy_mean,accuracy_std,accuracy_count,weighted_f1_mean,weighted_f1_std,weighted_f1_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_count,macro_f1_mean,macro_f1_std,macro_f1_count,auroc_mean,auroc_std,auroc_count
keloid_binary,expanded_profibrotic_only,linear_svm,0.6426827563274932,0.1010323575166587,10,0.6173818514684042,0.12460758600238502,10,0.6227826802826802,0.11778666254420504,10,0.5907877894136644,0.1477593170184542,10,0.6392616215154094,0.16328535573011138,10
keloid_binary,modules_rank_only,linear_svm,0.6333452371215529,0.2019959026805336,10,0.6067213489029671,0.22365368590911183,10,0.6254306804306804,0.20098144957208364,10,0.5896001071453678,0.2285178216785639,10,0.6434254947369922,0.2586779932144919,10
keloid_binary,published_markers_only,hist_gradient_boosting,0.6390090177853336,0.11326634413184805,10,0.6061053365168665,0.15276681166801068,10,0.6201522551522551,0.11257249168295813,10,0.583007473378823,0.15775131301790368,10,0.6443256497991346,0.18722644628517401,10
keloid_binary,modules_rank_only,elastic_net_logreg,0.6322088734851892,0.2027633144572755,10,0.6055408916675694,0.2240363118634314,10,0.624942464942465,0.20129304676057533,10,0.5886790986169892,0.22902907891711724,10,0.6483230728306486,0.2572573888732338,10
keloid_binary,expanded_profibrotic_only,elastic_net_logreg,0.6301827563274932,0.11831033789254748,10,0.6035122862510128,0.15490827706938753,10,0.6227826802826802,0.11778666254420504,10,0.5852225720223599,0.1581035083924015,10,0.6392616215154094,0.16328535573011138,10
keloid_binary,modules_rank_plus_expanded,random_forest,0.6380133419212367,0.16304928395112114,10,0.6003396442353142,0.17799120837897173,10,0.6020954970954971,0.18725151680143018,10,0.5655240828504973,0.2040683253836972,10,0.6294597731112883,0.22577018332776663,10
keloid_binary,modules_rank_plus_expanded,elastic_net_logreg,0.6256578368025736,0.2196840131370377,10,0.5996686720620095,0.2368646040380168,10,0.614537777037777,0.2290245858146732,10,0.5802396891381416,0.24643047293630535,10,0.631748610256186,0.2514290915388197,10
keloid_binary,modules_rank_plus_expanded,linear_svm,0.6245214731662101,0.21994953511714582,10,0.5985180107191768,0.23708980771278565,10,0.6127532652532652,0.2293111414615631,10,0.5789153093297039,0.24627048265201806,10,0.6334308797263343,0.2522215931306279,10
keloid_binary,modules_rank_plus_expanded,small_mlp,0.610981587126324,0.20015759654453336,10,0.5799347018495371,0.21881714720916345,10,0.5952817552817553,0.20122666437034736,10,0.5591998342614086,0.2221175131794486,10,0.6493621140363565,0.21672130862715902,10
keloid_binary,expanded_profibrotic_only,stratified_random,0.5749381617407934,0.1094694529169005,10,0.5764913372628694,0.10952496577084773,10,0.5798008173743467,0.11335176250664611,10,0.5654157566837478,0.11171855695745585,10,0.5798008173743467,0.11335176250664605,10
keloid_binary,modules_rank_only,stratified_random,0.5749381617407934,0.1094694529169005,10,0.5764913372628694,0.10952496577084773,10,0.5798008173743467,0.11335176250664611,10,0.5654157566837478,0.11171855695745585,10,0.5798008173743467,0.11335176250664605,10
keloid_binary,modules_rank_plus_expanded,stratified_random,0.5749381617407934,0.1094694529169005,10,0.5764913372628694,0.10952496577084773,10,0.5798008173743467,0.11335176250664611,10,0.5654157566837478,0.11171855695745585,10,0.5798008173743467,0.11335176250664605,10
keloid_binary,published_markers_only,stratified_random,0.5749381617407934,0.1094694529169005,10,0.5764913372628694,0.10952496577084773,10,0.5798008173743467,0.11335176250664611,10,0.5654157566837478,0.11171855695745585,10,0.5798008173743467,0.11335176250664605,10
