task,feature_set,model,accuracy_mean,accuracy_std,accuracy_count,weighted_f1_mean,weighted_f1_std,weighted_f1_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_count,macro_f1_mean,macro_f1_std,macro_f1_count,auroc_mean,auroc_std,auroc_count
keloid_binary,profibrotic_module_only,small_mlp,0.6991335764625238,0.1720508781701163,10,0.6684107457493209,0.19663907625381882,10,0.6730636955636956,0.17996092727049587,10,0.6417519776168685,0.21565687899680222,10,0.6892812637699002,0.2304335160370955,10
keloid_binary,modules_only,elastic_net_logreg,0.6938167782509888,0.14027593740084263,10,0.6670404823246928,0.1660480921961771,10,0.6704319754319754,0.16173339622715116,10,0.6395609763043973,0.19188764493262467,10,0.684181417348084,0.18963712377655834,10
keloid_binary,modules_only,linear_svm,0.6921585290927397,0.12514699296340373,10,0.6649361156173879,0.15340478198081406,10,0.669051504051504,0.1479808735194458,10,0.6374569087719817,0.18059064351078716,10,0.6949315439050288,0.17412626228843273,10
keloid_binary,profibrotic_module_only,hist_gradient_boosting,0.6683224528882423,0.13815112712778838,10,0.6387087170528432,0.15593796073945204,10,0.6447411384911386,0.1611607251052816,10,0.6106351203253347,0.18247541407381895,10,0.6481244527077861,0.20973165626702556,10
keloid_binary,modules_rank_only,linear_svm,0.6620125785520522,0.1675063909425953,10,0.6367560543435493,0.18370144714723421,10,0.6429342416842416,0.18624785017989126,10,0.6106200925394539,0.20699808969354003,10,0.6715302344961437,0.20791204599799337,10
keloid_binary,profibrotic_module_only,linear_svm,0.6603655111944586,0.18596888150299912,10,0.6302081544008369,0.23298122666717133,10,0.6727004939504939,0.15852445445031016,10,0.6264032957125577,0.2206516970428338,10,0.6964095336481699,0.2171228138667278,10
keloid_binary,profibrotic_module_only,elastic_net_logreg,0.6599109657399131,0.18602726669217665,10,0.629760287498464,0.23296281695617968,10,0.6722459484959484,0.15863222025425852,10,0.6259554288101848,0.22062367663029392,10,0.6964095336481699,0.2171228138667278,10
keloid_binary,modules_rank_only,elastic_net_logreg,0.6531130570209517,0.1721378385688361,10,0.6282131457965819,0.18618745703285342,10,0.6330443167943167,0.18859082444728442,10,0.6016916827286706,0.2085336337996069,10,0.6686332410574835,0.21345072538078727,10
keloid_binary,modules_rank_plus_expanded,linear_svm,0.649325178233073,0.18311345922118738,10,0.6235617776406503,0.195775539948239,10,0.6342599992599992,0.19793550429335763,10,0.5994794248820174,0.21499082897447855,10,0.6555197577394547,0.22400468194704787,10
keloid_binary,modules_only,small_mlp,0.6568399587741693,0.12688210118532298,10,0.6232165610380711,0.14968566558300062,10,0.6297880822880824,0.14871364679646223,10,0.5932300520428292,0.17601282029932291,10,0.673610657440203,0.18988592820091357,10
